spend_date,channel,campaign,spend,attributed_revenue
2026-02-13,TikTok Shop,Creator Boost,65.82,211.03
2026-02-13,Shopify,Holiday Push,94.78,195.4
2026-02-13,Amazon,Clearance Remarketing,33.97,32.82
2026-02-14,Shopify,Brand Search Always-On,40.21,165.07
2026-02-14,Shopify,Prospecting Broad,97.07,131.54
2026-02-14,Amazon,Sponsored Products,83.44,292.83
2026-02-14,Amazon,Sponsored Display,31.38,57.07
2026-02-14,TikTok Shop,Creator Boost,41.63,128.47
2026-02-14,TikTok Shop,Spark Retargeting,30.13,101.05
2026-02-14,Shopify,Holiday Push,58.87,178.44
2026-02-15,Shopify,Brand Search Always-On,42.42,191.18
2026-02-15,Shopify,Prospecting Broad,94,165.99
2026-02-15,Amazon,Sponsored Products,41.34,95.66
2026-02-15,Amazon,Sponsored Display,46.94,78.92
2026-02-15,TikTok Shop,Spark Retargeting,18.65,50.1
2026-02-15,Shopify,Holiday Push,97.47,351.89
2026-02-15,Amazon,Clearance Remarketing,34.53,42.92
2026-02-16,Shopify,Brand Search Always-On,46.07,202.91
2026-02-16,Shopify,Prospecting Broad,98.17,116.81
2026-02-16,Amazon,Sponsored Products,64.5,248.24
2026-02-16,TikTok Shop,Creator Boost,62.82,279.41
2026-02-16,TikTok Shop,Spark Retargeting,37.2,72.1
2026-02-16,Shopify,Holiday Push,70.15,219.71
2026-02-16,Amazon,Clearance Remarketing,17.75,15.97
2026-02-17,Shopify,Brand Search Always-On,30.69,110.94
2026-02-17,Shopify,Prospecting Broad,64.56,83.84
2026-02-17,Amazon,Sponsored Products,49.4,126.93
2026-02-17,Amazon,Sponsored Display,26.39,48.49
2026-02-17,TikTok Shop,Creator Boost,35.73,159.53
2026-02-17,Shopify,Holiday Push,69.41,214.57
2026-02-18,Shopify,Brand Search Always-On,50.24,129.37
2026-02-18,Shopify,Prospecting Broad,104.89,164.16
2026-02-18,Amazon,Sponsored Products,81.46,243.52
2026-02-18,Amazon,Sponsored Display,26.38,40.99
2026-02-18,TikTok Shop,Spark Retargeting,26.96,50.09
2026-02-18,Shopify,Holiday Push,93.19,341.25
2026-02-18,Amazon,Clearance Remarketing,27.92,42.99
2026-02-19,Shopify,Brand Search Always-On,54.05,238.99
2026-02-19,Shopify,Prospecting Broad,82.84,91.68
2026-02-19,Amazon,Sponsored Products,64.37,209.47
2026-02-19,Amazon,Sponsored Display,44.08,58.27
2026-02-19,TikTok Shop,Spark Retargeting,29.02,95.01
2026-02-19,Shopify,Holiday Push,49.41,128.77
2026-02-19,Amazon,Clearance Remarketing,33.82,48.76
2026-02-20,Shopify,Brand Search Always-On,57.9,268.08
2026-02-20,Shopify,Prospecting Broad,68.14,94.89
2026-02-20,Amazon,Sponsored Products,76.43,305.08
2026-02-20,Amazon,Sponsored Display,34.23,42.05
2026-02-20,TikTok Shop,Creator Boost,74.07,341.95
2026-02-20,TikTok Shop,Spark Retargeting,23.16,60.66
2026-02-20,Shopify,Holiday Push,45.99,147.26
2026-02-20,Amazon,Clearance Remarketing,31.38,27.43
2026-02-21,Shopify,Brand Search Always-On,41.34,105.73
2026-02-21,Shopify,Prospecting Broad,66.69,75.07
2026-02-21,Amazon,Sponsored Products,39.31,147.45
2026-02-21,Amazon,Sponsored Display,27.98,33.03
2026-02-21,TikTok Shop,Creator Boost,73.47,331.19
2026-02-21,TikTok Shop,Spark Retargeting,33.32,84.85
2026-02-21,Shopify,Holiday Push,61.24,194.19
2026-02-22,Shopify,Brand Search Always-On,34.34,129.13
2026-02-22,Shopify,Prospecting Broad,89.58,99.18
2026-02-22,Amazon,Sponsored Products,64.47,205.21
2026-02-22,Amazon,Sponsored Display,47.63,88.23
2026-02-22,TikTok Shop,Creator Boost,75.28,306.47
2026-02-22,TikTok Shop,Spark Retargeting,36.78,93.53
2026-02-22,Shopify,Holiday Push,88.78,325.97
2026-02-22,Amazon,Clearance Remarketing,31.81,38.64
2026-02-23,Amazon,Sponsored Products,68.23,269.22
2026-02-23,Amazon,Sponsored Display,26.63,30.44
2026-02-23,TikTok Shop,Creator Boost,45.02,145.45
2026-02-23,TikTok Shop,Spark Retargeting,25.11,78.16
2026-02-23,Shopify,Holiday Push,96.55,302.28
2026-02-24,Shopify,Brand Search Always-On,49.11,158.13
2026-02-24,Shopify,Prospecting Broad,65.49,116.38
2026-02-24,Amazon,Sponsored Products,81.73,328.33
2026-02-24,Amazon,Sponsored Display,32.77,46.99
2026-02-24,TikTok Shop,Creator Boost,69.93,263.01
2026-02-24,TikTok Shop,Spark Retargeting,38.21,94.03
2026-02-24,Shopify,Holiday Push,71.33,268.31
2026-02-24,Amazon,Clearance Remarketing,20.75,17.44
2026-02-25,Shopify,Prospecting Broad,91.69,105.27
2026-02-25,Amazon,Sponsored Products,82.39,283.31
2026-02-25,Amazon,Sponsored Display,21.13,34.82
2026-02-25,TikTok Shop,Creator Boost,44.9,195.77
2026-02-25,TikTok Shop,Spark Retargeting,36.09,96.4
2026-02-25,Shopify,Holiday Push,83.08,187.98
2026-02-25,Amazon,Clearance Remarketing,15.36,17.93
2026-02-26,Shopify,Prospecting Broad,64.28,116.56
2026-02-26,Amazon,Sponsored Display,23.9,32.93
2026-02-26,TikTok Shop,Spark Retargeting,21.65,54.62
2026-02-26,Shopify,Holiday Push,73.04,262
2026-02-26,Amazon,Clearance Remarketing,25.51,36.83
2026-02-27,Amazon,Sponsored Products,78.02,245.26
2026-02-27,Amazon,Sponsored Display,41.24,65.46
2026-02-27,TikTok Shop,Creator Boost,64.94,274.74
2026-02-27,TikTok Shop,Spark Retargeting,28.4,92.46
2026-02-28,Shopify,Prospecting Broad,81.65,124.36
2026-02-28,Amazon,Sponsored Products,74.42,268.39
2026-02-28,Amazon,Sponsored Display,25.07,35.61
2026-02-28,TikTok Shop,Creator Boost,45.51,137
2026-02-28,TikTok Shop,Spark Retargeting,35.54,76.61
2026-02-28,Shopify,Holiday Push,55.34,175.04
2026-02-28,Amazon,Clearance Remarketing,33.57,45.12
2026-03-01,Shopify,Brand Search Always-On,39.56,156.68
2026-03-01,Shopify,Prospecting Broad,90.82,128.06
2026-03-01,Amazon,Sponsored Products,81.31,212.52
2026-03-01,Amazon,Sponsored Display,29.89,39.96
2026-03-01,TikTok Shop,Creator Boost,43.61,139.7
2026-03-01,TikTok Shop,Spark Retargeting,30.25,101.27
2026-03-01,Shopify,Holiday Push,87.43,196.29
2026-03-01,Amazon,Clearance Remarketing,28.06,38.6
2026-03-02,Shopify,Brand Search Always-On,29.1,91.81
2026-03-02,Shopify,Prospecting Broad,88.71,126.93
2026-03-02,Amazon,Sponsored Display,25.14,29.72
2026-03-02,TikTok Shop,Creator Boost,69.96,229.14
2026-03-02,TikTok Shop,Spark Retargeting,19.28,43.38
2026-03-02,Shopify,Holiday Push,94.63,241.72
2026-03-03,Shopify,Brand Search Always-On,48.04,217.54
2026-03-03,Shopify,Prospecting Broad,99.86,145.67
2026-03-03,Amazon,Sponsored Products,50.67,150.77
2026-03-03,TikTok Shop,Creator Boost,67.16,230.42
2026-03-03,TikTok Shop,Spark Retargeting,21,66.43
2026-03-03,Amazon,Clearance Remarketing,15.42,18.06
2026-03-04,Shopify,Prospecting Broad,91.26,126.16
2026-03-04,Amazon,Sponsored Products,55.74,214.33
2026-03-04,Amazon,Sponsored Display,41.36,66.83
2026-03-04,TikTok Shop,Creator Boost,66.78,324.36
2026-03-04,TikTok Shop,Spark Retargeting,32.84,88.87
2026-03-04,Shopify,Holiday Push,45.43,140.7
2026-03-04,Amazon,Clearance Remarketing,28.36,29.69
2026-03-05,Shopify,Brand Search Always-On,59.99,159.8
2026-03-05,Shopify,Prospecting Broad,66.5,103.36
2026-03-05,Amazon,Sponsored Products,71.79,188.58
2026-03-05,TikTok Shop,Creator Boost,48.46,178.34
2026-03-05,TikTok Shop,Spark Retargeting,28.32,77.84
2026-03-05,Amazon,Clearance Remarketing,22.35,25.39
2026-03-06,Shopify,Brand Search Always-On,36.97,111.53
2026-03-06,Shopify,Prospecting Broad,83.31,124.49
2026-03-06,Amazon,Sponsored Products,79.12,327.36
2026-03-06,Amazon,Sponsored Display,46.9,76.03
2026-03-06,TikTok Shop,Spark Retargeting,39.44,81.23
2026-03-06,Shopify,Holiday Push,44.82,112.14
2026-03-06,Amazon,Clearance Remarketing,23.8,26.9
2026-03-07,Shopify,Prospecting Broad,86.11,132.16
2026-03-07,Amazon,Sponsored Products,60.62,155.81
2026-03-07,Amazon,Sponsored Display,32.81,57.47
2026-03-07,TikTok Shop,Spark Retargeting,41.79,126.27
2026-03-07,Shopify,Holiday Push,92.19,240
2026-03-07,Amazon,Clearance Remarketing,30.64,32.31
2026-03-08,Shopify,Brand Search Always-On,60.73,160.66
2026-03-08,Shopify,Prospecting Broad,109.96,170.95
2026-03-08,Amazon,Sponsored Products,63.91,252.76
2026-03-08,Amazon,Sponsored Display,21.91,36.76
2026-03-08,TikTok Shop,Creator Boost,54.8,233.08
2026-03-08,TikTok Shop,Spark Retargeting,25.48,84.09
2026-03-08,Shopify,Holiday Push,82.34,286.98
2026-03-08,Amazon,Clearance Remarketing,31.84,33.14
2026-03-09,Shopify,Brand Search Always-On,46.7,213.96
2026-03-09,Shopify,Prospecting Broad,98.31,125.46
2026-03-09,Amazon,Sponsored Products,55.98,208.7
2026-03-09,Amazon,Sponsored Display,35.7,49.94
2026-03-09,TikTok Shop,Spark Retargeting,19.08,57.77
2026-03-09,Shopify,Holiday Push,95.17,269.03
2026-03-09,Amazon,Clearance Remarketing,21.58,22.02
2026-03-10,Shopify,Brand Search Always-On,50.8,190.96
2026-03-10,Shopify,Prospecting Broad,99.68,160.14
2026-03-10,Amazon,Sponsored Products,55.15,226.4
2026-03-10,Amazon,Sponsored Display,41.49,63.36
2026-03-10,TikTok Shop,Creator Boost,73.94,250.86
2026-03-10,TikTok Shop,Spark Retargeting,22.39,65.85
2026-03-10,Shopify,Holiday Push,85.46,287.75
2026-03-10,Amazon,Clearance Remarketing,30.48,39.64
2026-03-11,Shopify,Brand Search Always-On,47.22,147.52
2026-03-11,Shopify,Prospecting Broad,94.01,136.61
2026-03-11,Amazon,Sponsored Products,54.56,126.35
2026-03-11,Amazon,Sponsored Display,46.66,50.21
2026-03-11,TikTok Shop,Creator Boost,66.09,254.59
2026-03-11,Shopify,Holiday Push,67.79,223.06
2026-03-11,Amazon,Clearance Remarketing,31.07,30.23
2026-03-12,Shopify,Brand Search Always-On,35.24,127.66
2026-03-12,Shopify,Prospecting Broad,94.97,154.78
2026-03-12,Amazon,Sponsored Display,45.33,88.23
2026-03-12,TikTok Shop,Spark Retargeting,21.98,73.73
2026-03-12,Shopify,Holiday Push,85.68,264.88
2026-03-12,Amazon,Clearance Remarketing,31.96,36.68
2026-03-13,Shopify,Brand Search Always-On,55.04,249
2026-03-13,Amazon,Sponsored Products,64.97,255.19
2026-03-13,Amazon,Sponsored Display,39.8,68.91
2026-03-13,TikTok Shop,Creator Boost,38.9,119.27
2026-03-13,TikTok Shop,Spark Retargeting,31.11,56.96
2026-03-13,Shopify,Holiday Push,82.72,180.73
2026-03-13,Amazon,Clearance Remarketing,21.21,31.2
2026-03-14,Shopify,Brand Search Always-On,28.69,132.66
2026-03-14,Shopify,Prospecting Broad,48.9,56.47
2026-03-14,Amazon,Sponsored Display,47.87,78.13
2026-03-14,TikTok Shop,Creator Boost,49.06,131.36
2026-03-14,TikTok Shop,Spark Retargeting,31.56,60.12
2026-03-14,Shopify,Holiday Push,62.6,233.51
2026-03-14,Amazon,Clearance Remarketing,32.52,38.98
2026-03-15,Shopify,Prospecting Broad,101.85,117.54
2026-03-15,TikTok Shop,Creator Boost,58.99,289.54
2026-03-15,Shopify,Holiday Push,52.36,174.99
2026-03-15,Amazon,Clearance Remarketing,20.05,29.72
2026-03-16,Amazon,Sponsored Products,68.63,194.91
2026-03-16,Amazon,Sponsored Display,28.85,43.23
2026-03-16,TikTok Shop,Creator Boost,69.17,246.09
2026-03-16,TikTok Shop,Spark Retargeting,35.17,73.77
2026-03-16,Shopify,Holiday Push,46.85,112.74
2026-03-16,Amazon,Clearance Remarketing,28.37,35.66
2026-03-17,Shopify,Brand Search Always-On,62.66,176
2026-03-17,Shopify,Prospecting Broad,74.94,91.11
2026-03-17,Amazon,Sponsored Products,56.09,192.63
2026-03-17,Amazon,Sponsored Display,38.97,65.12
2026-03-17,TikTok Shop,Spark Retargeting,25.29,52.82
2026-03-17,Shopify,Holiday Push,43.55,107.1
2026-03-17,Amazon,Clearance Remarketing,26.71,34.89
2026-03-18,Shopify,Brand Search Always-On,57.51,247.87
2026-03-18,Shopify,Prospecting Broad,88.17,149.5
2026-03-18,Amazon,Sponsored Products,66.47,238.67
2026-03-18,Amazon,Sponsored Display,44.55,65.66
2026-03-18,TikTok Shop,Creator Boost,70.08,223.04
2026-03-18,TikTok Shop,Spark Retargeting,25.41,50.35
2026-03-18,Shopify,Holiday Push,72.16,264.36
2026-03-18,Amazon,Clearance Remarketing,28.57,37.62
2026-03-19,Shopify,Brand Search Always-On,51.57,137.59
2026-03-19,Shopify,Prospecting Broad,52.56,62.55
2026-03-19,Amazon,Sponsored Products,61.69,209.56
2026-03-19,Amazon,Sponsored Display,45.76,85.66
2026-03-19,TikTok Shop,Creator Boost,64.3,265.92
2026-03-19,Shopify,Holiday Push,62.58,136.16
2026-03-19,Amazon,Clearance Remarketing,29.29,44.56
2026-03-20,Shopify,Brand Search Always-On,33.52,86.87
2026-03-20,Shopify,Prospecting Broad,78.81,87.54
2026-03-20,Amazon,Sponsored Products,77.08,271.37
2026-03-20,Amazon,Sponsored Display,26.73,30.42
2026-03-20,TikTok Shop,Creator Boost,55.23,215.51
2026-03-20,TikTok Shop,Spark Retargeting,27.72,69.44
2026-03-20,Shopify,Holiday Push,61.54,176.34
2026-03-20,Amazon,Clearance Remarketing,21.97,27.11
2026-03-21,Shopify,Brand Search Always-On,62.68,186.48
2026-03-21,Shopify,Prospecting Broad,104.31,128
2026-03-21,Amazon,Sponsored Products,75.96,244.3
2026-03-21,Amazon,Sponsored Display,24.07,36.64
2026-03-21,TikTok Shop,Creator Boost,74.44,218.62
2026-03-21,TikTok Shop,Spark Retargeting,21.36,63.57
2026-03-21,Shopify,Holiday Push,63.99,131.72
2026-03-21,Amazon,Clearance Remarketing,15.87,15.76
2026-03-22,Shopify,Prospecting Broad,111.77,164.28
2026-03-22,Amazon,Sponsored Products,78.44,233.97
2026-03-22,Amazon,Sponsored Display,27.81,31.24
2026-03-22,TikTok Shop,Creator Boost,53.34,246.63
2026-03-22,TikTok Shop,Spark Retargeting,31.02,69.26
2026-03-22,Shopify,Holiday Push,56.01,203.38
2026-03-22,Amazon,Clearance Remarketing,21.08,20.42
2026-03-23,Shopify,Brand Search Always-On,61.93,175.55
2026-03-23,Amazon,Sponsored Products,39.29,130.2
2026-03-23,Amazon,Sponsored Display,42.34,58.25
2026-03-23,TikTok Shop,Spark Retargeting,41.26,100.37
2026-03-23,Shopify,Holiday Push,61.52,180.09
2026-03-23,Amazon,Clearance Remarketing,30.01,27.49
2026-03-24,Shopify,Brand Search Always-On,46.58,121.46
2026-03-24,Shopify,Prospecting Broad,108.75,197.01
2026-03-24,Amazon,Sponsored Products,54.05,199.7
2026-03-24,TikTok Shop,Spark Retargeting,39.95,109.77
2026-03-24,Shopify,Holiday Push,62.4,208.87
2026-03-24,Amazon,Clearance Remarketing,27.46,38.63
2026-03-25,Shopify,Brand Search Always-On,61.83,274.55
2026-03-25,Shopify,Prospecting Broad,111.21,142.07
2026-03-25,Amazon,Sponsored Products,40.62,156.81
2026-03-25,Amazon,Sponsored Display,36.57,42.12
2026-03-25,TikTok Shop,Creator Boost,73.08,276.98
2026-03-25,TikTok Shop,Spark Retargeting,37.82,106.49
2026-03-25,Shopify,Holiday Push,92.47,238.63
2026-03-26,Shopify,Prospecting Broad,75.22,119.15
2026-03-26,Amazon,Sponsored Products,49.58,140.52
2026-03-26,Amazon,Sponsored Display,40.43,57.53
2026-03-26,TikTok Shop,Spark Retargeting,19.38,54.42
2026-03-26,Shopify,Holiday Push,73.98,186.51
2026-03-26,Amazon,Clearance Remarketing,28.55,35.99
2026-03-27,Shopify,Brand Search Always-On,30.93,98.48
2026-03-27,Shopify,Prospecting Broad,53.43,94.35
2026-03-27,Amazon,Sponsored Products,49.39,125.67
2026-03-27,Amazon,Sponsored Display,33,56.84
2026-03-27,TikTok Shop,Creator Boost,67.55,321.68
2026-03-27,TikTok Shop,Spark Retargeting,28.19,57.77
2026-03-27,Shopify,Holiday Push,49.01,181.7
2026-03-28,Shopify,Brand Search Always-On,29.65,128.35
2026-03-28,Shopify,Prospecting Broad,48.01,64.23
2026-03-28,Amazon,Sponsored Products,44.41,137.24
2026-03-28,Amazon,Clearance Remarketing,17.53,14.8
2026-03-29,Shopify,Brand Search Always-On,51.21,181.99
2026-03-29,Shopify,Prospecting Broad,90.46,99.39
2026-03-29,Amazon,Sponsored Products,75.38,304.56
2026-03-29,Amazon,Sponsored Display,37.99,73.7
2026-03-29,TikTok Shop,Creator Boost,64.59,313.93
2026-03-29,TikTok Shop,Spark Retargeting,25.52,65.02
2026-03-29,Shopify,Holiday Push,92.18,274.34
2026-03-29,Amazon,Clearance Remarketing,32.77,40.73
2026-03-30,Shopify,Brand Search Always-On,50.9,163.12
2026-03-30,Amazon,Sponsored Display,41.6,45.52
2026-03-30,TikTok Shop,Creator Boost,39.82,187.07
2026-03-30,TikTok Shop,Spark Retargeting,29.45,63.91
2026-03-30,Shopify,Holiday Push,97.25,233.38
2026-03-30,Amazon,Clearance Remarketing,32,29.08
2026-03-31,Shopify,Brand Search Always-On,35.06,139.23
2026-03-31,Amazon,Sponsored Products,69.62,193.28
2026-03-31,TikTok Shop,Creator Boost,59.86,218.9
2026-03-31,TikTok Shop,Spark Retargeting,35.41,111.32
2026-03-31,Shopify,Holiday Push,58.82,217.91
2026-03-31,Amazon,Clearance Remarketing,19.22,28.1
2026-04-01,Shopify,Brand Search Always-On,53.41,221.77
2026-04-01,Shopify,Prospecting Broad,92.04,115.09
2026-04-01,Amazon,Sponsored Products,60.72,210.01
2026-04-01,Amazon,Sponsored Display,37.46,56.15
2026-04-01,TikTok Shop,Creator Boost,56.02,264.45
2026-04-01,TikTok Shop,Spark Retargeting,33.39,85.3
2026-04-01,Shopify,Holiday Push,56.92,141.49
2026-04-02,Shopify,Brand Search Always-On,54.73,143.99
2026-04-02,Shopify,Prospecting Broad,89.92,95.97
2026-04-02,Amazon,Sponsored Products,62.35,202.11
2026-04-02,Amazon,Sponsored Display,40.71,64.39
2026-04-02,TikTok Shop,Creator Boost,33.7,159.28
2026-04-02,TikTok Shop,Spark Retargeting,39.87,84.63
2026-04-02,Shopify,Holiday Push,83,293.23
2026-04-03,Shopify,Brand Search Always-On,54.4,196.05
2026-04-03,Shopify,Prospecting Broad,60.42,59.79
2026-04-03,Amazon,Sponsored Products,48.34,168.24
2026-04-03,Amazon,Sponsored Display,41.96,69.21
2026-04-03,TikTok Shop,Creator Boost,56.1,245.11
2026-04-03,TikTok Shop,Spark Retargeting,20.38,62.76
2026-04-03,Shopify,Holiday Push,45.01,149.06
2026-04-03,Amazon,Clearance Remarketing,24.42,30.1
2026-04-04,Shopify,Brand Search Always-On,28.71,117.44
2026-04-04,Shopify,Prospecting Broad,67.44,111.29
2026-04-04,Amazon,Sponsored Products,51.14,115.24
2026-04-04,Amazon,Sponsored Display,46.87,86.34
2026-04-04,TikTok Shop,Creator Boost,65.2,226.25
2026-04-04,TikTok Shop,Spark Retargeting,31.56,80.6
2026-04-04,Shopify,Holiday Push,57.77,206.73
2026-04-04,Amazon,Clearance Remarketing,29.63,25.75
2026-04-05,Shopify,Brand Search Always-On,61.01,168.69
2026-04-05,Shopify,Prospecting Broad,70.38,98.31
2026-04-05,Amazon,Sponsored Products,67.5,167.13
2026-04-05,Amazon,Sponsored Display,47.25,68.84
2026-04-05,TikTok Shop,Spark Retargeting,19.26,38.48
2026-04-05,Shopify,Holiday Push,87.7,328.63
2026-04-05,Amazon,Clearance Remarketing,26.32,24.99
2026-04-06,Shopify,Brand Search Always-On,55.28,197.83
2026-04-06,Shopify,Prospecting Broad,61.44,88.96
2026-04-06,Amazon,Sponsored Products,43.45,178.14
2026-04-06,Amazon,Sponsored Display,31.94,36.08
2026-04-06,TikTok Shop,Creator Boost,69.61,222.6
2026-04-06,TikTok Shop,Spark Retargeting,24.08,64.05
2026-04-06,Shopify,Holiday Push,73.44,202.16
2026-04-06,Amazon,Clearance Remarketing,25.44,33.48
2026-04-07,Shopify,Brand Search Always-On,60.7,254.03
2026-04-07,Amazon,Sponsored Products,62.62,257.29
2026-04-07,Amazon,Sponsored Display,29.06,47.94
2026-04-07,TikTok Shop,Creator Boost,38.68,159.96
2026-04-07,TikTok Shop,Spark Retargeting,33.58,72.07
2026-04-07,Shopify,Holiday Push,51.81,170.01
2026-04-07,Amazon,Clearance Remarketing,21.86,30.78
2026-04-08,Shopify,Brand Search Always-On,44.34,136.81
2026-04-08,Shopify,Prospecting Broad,75.37,127.92
2026-04-08,Amazon,Sponsored Products,46.65,157.29
2026-04-08,Amazon,Sponsored Display,26.76,47.75
2026-04-08,TikTok Shop,Creator Boost,64.49,308.77
2026-04-08,TikTok Shop,Spark Retargeting,18.39,55.07
2026-04-09,Shopify,Prospecting Broad,78.55,112.38
2026-04-09,Amazon,Sponsored Products,68.59,237.08
2026-04-09,TikTok Shop,Creator Boost,44.94,202.61
2026-04-09,Shopify,Holiday Push,42.41,144.5
2026-04-09,Amazon,Clearance Remarketing,26.95,24.06
2026-04-10,Shopify,Brand Search Always-On,62.63,223.7
2026-04-10,Shopify,Prospecting Broad,73.65,95.89
2026-04-10,Amazon,Sponsored Products,61.88,243.09
2026-04-10,Amazon,Sponsored Display,32.51,59.89
2026-04-10,TikTok Shop,Creator Boost,68.03,230.7
2026-04-10,TikTok Shop,Spark Retargeting,32.96,96.08
2026-04-10,Shopify,Holiday Push,79.52,198.33
2026-04-10,Amazon,Clearance Remarketing,32.7,36.41
2026-04-11,Shopify,Brand Search Always-On,56.68,159.45
2026-04-11,Shopify,Prospecting Broad,90.15,106.46
2026-04-11,Amazon,Sponsored Products,74.25,221.69
2026-04-11,TikTok Shop,Spark Retargeting,20.71,38.02
2026-04-11,Shopify,Holiday Push,54.5,189.21
2026-04-11,Amazon,Clearance Remarketing,15.69,18.68
2026-04-12,Shopify,Brand Search Always-On,50.86,207.87
2026-04-12,Shopify,Prospecting Broad,85.49,87.74
2026-04-12,Amazon,Sponsored Products,80.23,204.77
2026-04-12,Amazon,Sponsored Display,33.86,44.53
2026-04-12,TikTok Shop,Spark Retargeting,29.18,63.44
2026-04-12,Shopify,Holiday Push,47.41,123.18
2026-04-12,Amazon,Clearance Remarketing,30.44,44.43
2026-04-13,Shopify,Brand Search Always-On,41.65,163.77
2026-04-13,Shopify,Prospecting Broad,64.13,92.56
2026-04-13,Amazon,Sponsored Display,37.29,47.38
2026-04-13,TikTok Shop,Creator Boost,47.74,224.15
2026-04-13,TikTok Shop,Spark Retargeting,36.08,116.38
2026-04-13,Shopify,Holiday Push,84.94,276.95
2026-04-13,Amazon,Clearance Remarketing,15.43,20.58
2026-04-14,Shopify,Brand Search Always-On,45.81,126.52
2026-04-14,Shopify,Prospecting Broad,109.18,161.48
2026-04-14,Amazon,Sponsored Products,56.94,199.43
2026-04-14,TikTok Shop,Creator Boost,48.87,201.99
2026-04-14,TikTok Shop,Spark Retargeting,23.96,55.46
2026-04-14,Amazon,Clearance Remarketing,27.14,23.13
2026-04-15,Shopify,Brand Search Always-On,45.43,152.74
2026-04-15,Shopify,Prospecting Broad,75.69,121.45
2026-04-15,Amazon,Sponsored Products,48.76,161.77
2026-04-15,Amazon,Sponsored Display,32.01,61.46
2026-04-15,Shopify,Holiday Push,87.27,314.62
2026-04-15,Amazon,Clearance Remarketing,20.78,22.84
2026-04-16,Shopify,Brand Search Always-On,27.71,99.16
2026-04-16,Amazon,Sponsored Display,36.86,65.17
2026-04-16,TikTok Shop,Creator Boost,45.68,123.2
2026-04-16,TikTok Shop,Spark Retargeting,18.6,50.11
2026-04-16,Shopify,Holiday Push,90.26,253.57
2026-04-16,Amazon,Clearance Remarketing,24.4,25.48
2026-04-17,Shopify,Brand Search Always-On,28.34,78.03
2026-04-17,Shopify,Prospecting Broad,66.08,87.14
2026-04-17,Amazon,Sponsored Products,77.1,176.49
2026-04-17,Amazon,Sponsored Display,30.77,59.29
2026-04-17,TikTok Shop,Creator Boost,69.95,307.56
2026-04-17,TikTok Shop,Spark Retargeting,22.42,59.38
2026-04-17,Shopify,Holiday Push,59.19,185.15
2026-04-17,Amazon,Clearance Remarketing,19.07,16.08
2026-04-18,Shopify,Prospecting Broad,55.26,95.53
2026-04-18,Amazon,Sponsored Display,22.2,25.64
2026-04-18,TikTok Shop,Creator Boost,58.18,226.28
2026-04-18,TikTok Shop,Spark Retargeting,18.93,57.67
2026-04-18,Shopify,Holiday Push,82.7,185.28
2026-04-18,Amazon,Clearance Remarketing,24.81,28.25
2026-04-19,Shopify,Brand Search Always-On,39.56,147.88
2026-04-19,Shopify,Prospecting Broad,88.46,119.5
2026-04-19,Amazon,Sponsored Products,43.23,142.25
2026-04-19,Amazon,Sponsored Display,40.75,67.37
2026-04-19,TikTok Shop,Creator Boost,46.24,178.31
2026-04-19,TikTok Shop,Spark Retargeting,32.91,74.62
2026-04-19,Shopify,Holiday Push,52.24,180.81
2026-04-19,Amazon,Clearance Remarketing,28.03,42.78
2026-04-20,Shopify,Brand Search Always-On,40.04,138.04
2026-04-20,Shopify,Prospecting Broad,94.15,94.67
2026-04-20,Amazon,Sponsored Display,46.17,49.69
2026-04-20,TikTok Shop,Creator Boost,53.66,204.17
2026-04-20,TikTok Shop,Spark Retargeting,35.41,110.85
2026-04-20,Shopify,Holiday Push,58.74,195.55
2026-04-20,Amazon,Clearance Remarketing,33.23,29.32
2026-04-21,Shopify,Brand Search Always-On,33.54,154.03
2026-04-21,Shopify,Prospecting Broad,55.39,60.08
2026-04-21,Amazon,Sponsored Display,44.56,74.63
2026-04-21,TikTok Shop,Creator Boost,66,218.19
2026-04-21,Shopify,Holiday Push,58.07,212.97
2026-04-21,Amazon,Clearance Remarketing,31.5,41.33
2026-04-22,Shopify,Brand Search Always-On,34.37,133.39
2026-04-22,Shopify,Prospecting Broad,58.55,78.3
2026-04-22,Amazon,Sponsored Products,50.84,118.01
2026-04-22,Amazon,Sponsored Display,46.73,85.78
2026-04-22,TikTok Shop,Creator Boost,61.51,286.13
2026-04-22,Shopify,Holiday Push,85.45,200.4
2026-04-22,Amazon,Clearance Remarketing,15.56,23.4
2026-04-23,Shopify,Brand Search Always-On,33.87,123.85
2026-04-23,Shopify,Prospecting Broad,61.19,92.22
2026-04-23,Amazon,Sponsored Products,62.17,257.69
2026-04-23,TikTok Shop,Creator Boost,57.55,200.87
2026-04-23,Shopify,Holiday Push,60.54,176.77
2026-04-23,Amazon,Clearance Remarketing,21.61,24.57
2026-04-24,Shopify,Brand Search Always-On,27.28,85.09
2026-04-24,Shopify,Prospecting Broad,60.54,61.79
2026-04-24,Amazon,Sponsored Products,54.04,136.58
2026-04-24,TikTok Shop,Creator Boost,38.53,131.74
2026-04-24,TikTok Shop,Spark Retargeting,29.47,56.9
2026-04-24,Amazon,Clearance Remarketing,16.46,18.09
2026-04-25,Shopify,Brand Search Always-On,47.37,189.95
2026-04-25,Shopify,Prospecting Broad,59.69,93.29
2026-04-25,Amazon,Sponsored Products,38.98,97
2026-04-25,Amazon,Sponsored Display,27.57,48.38
2026-04-25,TikTok Shop,Creator Boost,35.37,120.79
2026-04-25,TikTok Shop,Spark Retargeting,20.83,51
