order_id,gateway,gross,processing_fee,platform_fee,net_payout,payout_date
ORD001428,Shopify Payments,185.04,5.67,0,179.37,2025-09-12
ORD001429,Amazon Marketplace,35.23,0,5.28,29.95,2026-04-17
ORD001430,Amazon Marketplace,42.48,0,6.37,36.11,2026-06-27
ORD001431,Amazon Marketplace,224.31,0,33.65,190.66,2025-10-08
ORD001432,Amazon Marketplace,67.17,0,10.08,57.09,2026-02-18
ORD001434,Walmart Marketplace,189.65,0,22.76,166.89,2026-05-15
ORD001435,Amazon Marketplace,103.56,0,15.53,88.03,2025-11-30
ORD001436,Walmart Marketplace,404.48,0,48.54,355.94,2026-02-23
ORD001437,Walmart Marketplace,47.7,0,5.72,41.98,2026-05-09
ORD001438,Shopify Payments,46.26,1.64,0,44.62,2025-11-10
ORD001442,TikTok Payments,165.59,3.31,9.94,152.34,2026-01-31
ORD001445,TikTok Payments,142.95,2.86,8.58,131.51,2026-03-03
ORD001447,TikTok Payments,185.04,3.7,11.1,170.24,2025-12-28
ORD001448,Shopify Payments,149.76,4.64,0,145.12,2025-10-11
ORD001449,Shopify Payments,96.96,3.11,0,93.85,2026-07-20
ORD001450,Walmart Marketplace,103.56,0,12.43,91.13,2026-03-30
ORD001451,Shopify Payments,30.24,1.18,0,29.06,2026-02-11
ORD001452,Shopify Payments,187.94,5.75,0,182.19,2026-05-13
ORD001453,Shopify Payments,100.93,3.23,0,97.7,2026-07-05
ORD001454,Walmart Marketplace,27.52,0,3.3,24.22,2025-10-01
ORD001455,Amazon Marketplace,129.06,0,19.36,109.7,2026-07-09
ORD001456,Shopify Payments,94.83,3.05,0,91.78,2025-08-25
ORD001457,Amazon Marketplace,198.12,0,29.72,168.4,2025-11-25
ORD001458,Shopify Payments,112.78,3.57,0,109.21,2026-05-24
ORD001460,Amazon Marketplace,72.15,0,10.82,61.33,2026-07-06
ORD001461,Shopify Payments,115.69,3.66,0,112.03,2026-01-05
ORD001462,Walmart Marketplace,59.69,0,7.16,52.53,2025-12-19
ORD001463,TikTok Payments,168.42,3.37,10.11,154.94,2026-07-31
ORD001464,Amazon Marketplace,109.1,0,16.36,92.74,2026-06-10
ORD001465,Shopify Payments,169.78,5.22,0,164.56,2026-02-09
ORD001466,TikTok Payments,163.1,3.26,9.79,150.05,2025-11-13
ORD001467,Amazon Marketplace,325.39,0,48.81,276.58,2026-06-23
ORD001468,Amazon Marketplace,227.17,0,34.08,193.09,2025-08-08
ORD001469,Shopify Payments,310.08,9.29,0,300.79,2025-11-13
ORD001470,Walmart Marketplace,54.88,0,6.59,48.29,2026-05-17
ORD001471,Walmart Marketplace,265.14,0,31.82,233.32,2025-12-03
ORD001472,Walmart Marketplace,158.49,0,19.02,139.47,2026-07-01
ORD001473,Shopify Payments,237.19,7.18,0,230.01,2026-03-13
ORD001474,Amazon Marketplace,182.21,0,27.33,154.88,2026-03-23
ORD001476,Amazon Marketplace,88.84,0,13.33,75.51,2026-02-15
ORD001477,Amazon Marketplace,75.75,0,11.36,64.39,2026-07-12
ORD001478,Walmart Marketplace,66.63,0,8,58.63,2025-10-05
ORD001479,Shopify Payments,19.58,0.87,0,18.71,2026-01-18
ORD001481,Shopify Payments,170.13,5.23,0,164.9,2026-02-02
ORD001482,TikTok Payments,29.49,0.59,1.77,27.13,2025-12-15
ORD001485,Amazon Marketplace,98.41,0,14.76,83.65,2026-06-01
ORD001486,Shopify Payments,48.85,1.72,0,47.13,2026-02-25
ORD001487,Walmart Marketplace,69.07,0,8.29,60.78,2026-01-01
ORD001488,TikTok Payments,65.75,1.31,3.94,60.5,2026-01-25
ORD001489,Amazon Marketplace,139.17,0,20.88,118.29,2026-08-06
ORD001490,TikTok Payments,72.31,1.45,4.34,66.52,2025-12-03
ORD001493,Amazon Marketplace,115.89,0,17.38,98.51,2026-05-07
ORD001494,Walmart Marketplace,110.4,0,13.25,97.15,2025-11-09
ORD001495,TikTok Payments,187.28,3.75,11.24,172.29,2026-03-13
ORD001496,Amazon Marketplace,95.32,0,14.3,81.02,2026-01-03
ORD001497,Shopify Payments,86.04,2.8,0,83.24,2025-10-25
ORD001498,Shopify Payments,151.08,4.68,0,146.4,2026-06-26
ORD001499,TikTok Payments,84.14,1.68,5.05,77.41,2026-05-30
ORD001500,Shopify Payments,120.76,3.8,0,116.96,2026-01-03
ORD001501,Amazon Marketplace,15.12,0,2.27,12.85,2025-08-26
ORD001502,Walmart Marketplace,104.26,0,12.51,91.75,2025-12-10
ORD001503,Amazon Marketplace,316.83,0,47.52,269.31,2026-05-25
ORD001504,TikTok Payments,195.04,3.9,11.7,179.44,2026-01-31
ORD001505,Amazon Marketplace,171.6,0,25.74,145.86,2026-05-10
ORD001506,Walmart Marketplace,285.65,0,34.28,251.37,2026-07-30
ORD001507,TikTok Payments,130.04,2.6,7.8,119.64,2026-06-12
ORD001508,TikTok Payments,120.76,2.42,7.25,111.09,2025-12-27
ORD001509,Amazon Marketplace,182.94,0,27.44,155.5,2026-01-04
ORD001510,Walmart Marketplace,79.31,0,9.52,69.79,2026-04-24
ORD001511,Walmart Marketplace,44.49,0,5.34,39.15,2026-06-12
ORD001512,Amazon Marketplace,182.76,0,27.41,155.35,2026-06-23
ORD001513,Amazon Marketplace,208.16,0,31.22,176.94,2026-04-20
ORD001514,Shopify Payments,506.35,14.98,0,491.37,2025-09-26
ORD001515,Shopify Payments,66.96,2.24,0,64.72,2026-02-04
ORD001516,TikTok Payments,332.91,6.66,19.97,306.28,2025-08-16
ORD001517,Amazon Marketplace,260.02,0,39,221.02,2025-09-28
ORD001518,Amazon Marketplace,56.37,0,8.46,47.91,2026-02-20
ORD001519,TikTok Payments,248.82,4.98,14.93,228.91,2026-03-18
ORD001521,Amazon Marketplace,183.07,0,27.46,155.61,2026-07-12
ORD001522,Shopify Payments,127.74,4,0,123.74,2025-09-03
ORD001523,Walmart Marketplace,255.14,0,30.62,224.52,2026-07-14
ORD001525,TikTok Payments,45.36,0.91,2.72,41.73,2026-01-19
ORD001528,Shopify Payments,314.97,9.43,0,305.54,2026-07-16
ORD001530,Amazon Marketplace,48.48,0,7.27,41.21,2025-08-13
ORD001531,Walmart Marketplace,408.19,0,48.98,359.21,2026-05-15
ORD001533,Amazon Marketplace,183.52,0,27.53,155.99,2026-01-14
ORD001534,Shopify Payments,257.73,7.77,0,249.96,2026-06-30
ORD001535,Shopify Payments,88.03,2.85,0,85.18,2026-04-08
ORD001536,TikTok Payments,251.03,5.02,15.06,230.95,2025-09-29
ORD001537,Shopify Payments,221.52,6.72,0,214.8,2025-08-26
ORD001538,Shopify Payments,345.84,10.33,0,335.51,2026-01-26
ORD001539,Amazon Marketplace,200.6,0,30.09,170.51,2026-06-08
ORD001540,Amazon Marketplace,49.92,0,7.49,42.43,2025-11-19
ORD001543,TikTok Payments,149.82,3,8.99,137.83,2026-04-28
ORD001544,Shopify Payments,126.21,3.96,0,122.25,2025-12-28
ORD001545,Amazon Marketplace,22.21,0,3.33,18.88,2026-04-18
ORD001547,Amazon Marketplace,78.34,0,11.75,66.59,2026-07-04
ORD001548,Walmart Marketplace,14.83,0,1.78,13.05,2025-12-15
ORD001549,Walmart Marketplace,117.48,0,14.1,103.38,2026-07-06
ORD001550,Walmart Marketplace,228.06,0,27.37,200.69,2026-04-28
ORD001551,Amazon Marketplace,267.27,0,40.09,227.18,2026-07-09
ORD001553,Amazon Marketplace,102.9,0,15.43,87.47,2026-01-04
ORD001554,Amazon Marketplace,55.2,0,8.28,46.92,2025-12-08
ORD001555,Shopify Payments,414.26,12.31,0,401.95,2026-03-28
ORD001556,TikTok Payments,432.16,8.64,25.93,397.59,2026-05-09
ORD001557,Shopify Payments,77.67,2.55,0,75.12,2026-07-07
ORD001558,Walmart Marketplace,352.2,0,42.26,309.94,2026-05-30
ORD001559,Walmart Marketplace,394.31,0,47.32,346.99,2026-02-15
ORD001560,Walmart Marketplace,203.96,0,24.48,179.48,2026-07-14
ORD001562,Amazon Marketplace,177.1,0,26.57,150.53,2025-08-23
ORD001563,Amazon Marketplace,177.16,0,26.57,150.59,2026-04-04
ORD001564,TikTok Payments,159.78,3.2,9.59,146.99,2025-08-29
ORD001565,Walmart Marketplace,150.98,0,18.12,132.86,2025-11-08
ORD001567,Walmart Marketplace,263,0,31.56,231.44,2026-05-02
ORD001568,Amazon Marketplace,214.29,0,32.14,182.15,2026-08-02
ORD001569,Shopify Payments,24.53,1.01,0,23.52,2025-11-15
ORD001572,Amazon Marketplace,67.17,0,10.08,57.09,2025-09-12
ORD001573,TikTok Payments,161.38,3.23,9.68,148.47,2026-01-18
ORD001574,Walmart Marketplace,108.96,0,13.08,95.88,2025-09-15
ORD001575,TikTok Payments,49.94,1,3,45.94,2026-05-24
ORD001576,Amazon Marketplace,110.4,0,16.56,93.84,2026-04-13
ORD001577,Shopify Payments,77.67,2.55,0,75.12,2026-04-27
ORD001579,Amazon Marketplace,356.06,0,53.41,302.65,2025-09-18
ORD001580,Shopify Payments,110.24,3.5,0,106.74,2026-01-15
ORD001582,Walmart Marketplace,228.12,0,27.37,200.75,2026-05-06
ORD001583,TikTok Payments,108.16,2.16,6.49,99.51,2025-11-27
ORD001584,Amazon Marketplace,10.46,0,1.57,8.89,2026-07-26
ORD001585,Shopify Payments,198.39,6.05,0,192.34,2025-08-08
ORD001586,Shopify Payments,174.67,5.37,0,169.3,2025-08-14
ORD001587,Shopify Payments,280.56,8.44,0,272.12,2025-12-01
ORD001588,Walmart Marketplace,263,0,31.56,231.44,2026-06-13
ORD001589,Shopify Payments,146.68,4.55,0,142.13,2025-08-18
ORD001590,Amazon Marketplace,65.75,0,9.86,55.89,2025-11-30
ORD001591,Walmart Marketplace,143.41,0,17.21,126.2,2025-12-25
ORD001592,TikTok Payments,88.84,1.78,5.33,81.73,2025-12-26
ORD001594,Amazon Marketplace,178.56,0,26.78,151.78,2025-10-05
ORD001596,Shopify Payments,27.52,1.1,0,26.42,2026-02-18
ORD001597,Amazon Marketplace,57.91,0,8.69,49.22,2026-01-16
ORD001598,TikTok Payments,223.97,4.48,13.44,206.05,2026-03-09
ORD001599,Walmart Marketplace,31.38,0,3.77,27.61,2026-04-30
ORD001600,TikTok Payments,252.36,5.05,15.14,232.17,2026-06-05
ORD001601,Shopify Payments,239.1,7.23,0,231.87,2025-10-04
ORD001602,Amazon Marketplace,155.39,0,23.31,132.08,2025-10-15
ORD001603,Amazon Marketplace,240.45,0,36.07,204.38,2025-10-14
ORD001604,Walmart Marketplace,50.22,0,6.03,44.19,2025-09-08
ORD001605,Shopify Payments,96.47,3.1,0,93.37,2026-03-22
ORD001606,Walmart Marketplace,372.01,0,44.64,327.37,2026-07-13
ORD001607,Amazon Marketplace,131.72,0,19.76,111.96,2026-01-05
ORD001609,Shopify Payments,154.24,4.77,0,149.47,2026-04-19
ORD001610,TikTok Payments,391.11,7.82,23.47,359.82,2025-11-04
ORD001612,TikTok Payments,163.65,3.27,9.82,150.56,2026-07-21
ORD001614,Amazon Marketplace,267.75,0,40.16,227.59,2025-10-02
ORD001615,TikTok Payments,184.02,3.68,11.04,169.3,2025-11-01
ORD001616,Amazon Marketplace,164.22,0,24.63,139.59,2026-02-04
ORD001617,TikTok Payments,127.1,2.54,7.63,116.93,2026-04-07
ORD001618,Shopify Payments,199.12,6.07,0,193.05,2025-11-02
ORD001619,Shopify Payments,95.32,3.06,0,92.26,2026-01-23
ORD001620,Amazon Marketplace,254.56,0,38.18,216.38,2025-11-17
ORD001621,Amazon Marketplace,296.49,0,44.47,252.02,2026-04-24
ORD001622,TikTok Payments,77.67,1.55,4.66,71.46,2025-08-06
ORD001623,Shopify Payments,153.27,4.74,0,148.53,2026-07-11
ORD001625,TikTok Payments,422.72,8.45,25.36,388.91,2026-01-29
ORD001626,Walmart Marketplace,48.85,0,5.86,42.99,2026-07-25
ORD001627,Walmart Marketplace,168.42,0,20.21,148.21,2025-11-28
ORD001628,Shopify Payments,341.72,10.21,0,331.51,2026-04-16
ORD001629,Shopify Payments,264.33,7.97,0,256.36,2026-02-24
ORD001630,Amazon Marketplace,228.18,0,34.23,193.95,2025-10-08
ORD001631,TikTok Payments,46.26,0.93,2.78,42.55,2025-08-30
ORD001632,Shopify Payments,195.4,5.97,0,189.43,2026-01-15
ORD001633,Shopify Payments,178.71,5.48,0,173.23,2025-12-08
ORD001634,Amazon Marketplace,22.21,0,3.33,18.88,2026-03-26
ORD001636,Walmart Marketplace,259.89,0,31.19,228.7,2026-04-14
ORD001637,Walmart Marketplace,132.57,0,15.91,116.66,2026-01-19
ORD001639,Shopify Payments,70.06,2.33,0,67.73,2025-11-01
ORD001640,Walmart Marketplace,209.57,0,25.15,184.42,2026-02-02
ORD001641,TikTok Payments,155.75,3.12,9.34,143.29,2026-06-27
ORD001642,Walmart Marketplace,98.12,0,11.77,86.35,2025-12-05
ORD001643,Amazon Marketplace,312.16,0,46.82,265.34,2025-10-25
ORD001644,Amazon Marketplace,113.68,0,17.05,96.63,2026-01-05
ORD001645,TikTok Payments,77.26,1.55,4.64,71.07,2026-06-29
ORD001646,TikTok Payments,130.43,2.61,7.83,119.99,2026-02-06
ORD001647,TikTok Payments,254.09,5.08,15.25,233.76,2025-09-11
ORD001648,Walmart Marketplace,387.75,0,46.53,341.22,2025-11-09
ORD001649,Shopify Payments,343.4,10.26,0,333.14,2025-12-23
ORD001650,Amazon Marketplace,31.61,0,4.74,26.87,2026-03-20
ORD001651,Walmart Marketplace,163.1,0,19.57,143.53,2025-12-25
ORD001652,Walmart Marketplace,88.47,0,10.62,77.85,2026-03-21
ORD001653,Amazon Marketplace,249.09,0,37.36,211.73,2025-12-01
ORD001654,Amazon Marketplace,161.25,0,24.19,137.06,2026-05-06
ORD001655,Walmart Marketplace,200.68,0,24.08,176.6,2025-12-02
ORD001656,Amazon Marketplace,63.22,0,9.48,53.74,2025-08-16
ORD001657,Amazon Marketplace,110.68,0,16.6,94.08,2026-06-26
ORD001661,Walmart Marketplace,30.19,0,3.62,26.57,2025-08-11
ORD001662,Shopify Payments,128.57,4.03,0,124.54,2026-03-05
ORD001663,Amazon Marketplace,107.07,0,16.06,91.01,2026-07-11
ORD001664,Walmart Marketplace,29.25,0,3.51,25.74,2026-05-02
ORD001665,Amazon Marketplace,100.18,0,15.03,85.15,2026-06-07
ORD001667,TikTok Payments,90.36,1.81,5.42,83.13,2025-08-20
ORD001668,Amazon Marketplace,58.21,0,8.73,49.48,2026-07-27
ORD001669,Walmart Marketplace,196.42,0,23.57,172.85,2026-04-01
ORD001670,Walmart Marketplace,154.52,0,18.54,135.98,2026-05-26
ORD001671,Walmart Marketplace,16.74,0,2.01,14.73,2026-02-16
ORD001672,Amazon Marketplace,325.84,0,48.88,276.96,2026-06-28
ORD001673,Walmart Marketplace,209.92,0,25.19,184.73,2026-07-26
ORD001674,Amazon Marketplace,127.59,0,19.14,108.45,2026-07-26
ORD001675,Shopify Payments,46.26,1.64,0,44.62,2025-11-17
ORD001676,Shopify Payments,136.32,4.25,0,132.07,2026-05-24
ORD001677,Amazon Marketplace,306.75,0,46.01,260.74,2026-06-14
ORD001678,TikTok Payments,216.69,4.33,13,199.36,2025-10-31
ORD001679,Amazon Marketplace,233.82,0,35.07,198.75,2026-04-02
ORD001680,Shopify Payments,233.07,7.06,0,226.01,2026-06-05
ORD001681,TikTok Payments,410.69,8.21,24.64,377.84,2025-12-16
ORD001682,TikTok Payments,83.58,1.67,5.01,76.9,2025-10-27
ORD001683,TikTok Payments,82.56,1.65,4.95,75.96,2026-04-07
ORD001684,Shopify Payments,169.92,5.23,0,164.69,2025-10-10
ORD001685,Amazon Marketplace,426.65,0,64,362.65,2026-04-08
ORD001686,TikTok Payments,263,5.26,15.78,241.96,2025-11-08
ORD001687,Walmart Marketplace,277.38,0,33.29,244.09,2026-04-28
ORD001688,Shopify Payments,49.92,1.75,0,48.17,2026-05-18
ORD001689,TikTok Payments,179.64,3.59,10.78,165.27,2026-05-07
ORD001690,Amazon Marketplace,400.92,0,60.14,340.78,2026-06-02
ORD001691,TikTok Payments,188.76,3.78,11.33,173.65,2026-04-16
ORD001692,Walmart Marketplace,93.96,0,11.28,82.68,2026-04-30
ORD001693,TikTok Payments,132.57,2.65,7.95,121.97,2026-06-22
ORD001694,TikTok Payments,246.66,4.93,14.8,226.93,2025-09-25
ORD001695,TikTok Payments,45.36,0.91,2.72,41.73,2026-04-03
ORD001696,TikTok Payments,70.9,1.42,4.25,65.23,2025-09-09
ORD001697,Walmart Marketplace,121.45,0,14.57,106.88,2026-07-24
ORD001699,Shopify Payments,154.22,4.77,0,149.45,2026-04-05
ORD001700,Shopify Payments,277.3,8.34,0,268.96,2025-08-13
ORD001702,Amazon Marketplace,94.41,0,14.16,80.25,2026-06-10
ORD001704,Amazon Marketplace,27.44,0,4.12,23.32,2025-08-20
ORD001705,TikTok Payments,172.15,3.44,10.33,158.38,2026-03-15
ORD001706,Shopify Payments,154.85,4.79,0,150.06,2025-12-16
ORD001707,TikTok Payments,85.39,1.71,5.12,78.56,2026-05-14
ORD001708,Amazon Marketplace,46.26,0,6.94,39.32,2025-09-28
ORD001709,Amazon Marketplace,146.93,0,22.04,124.89,2025-09-14
ORD001712,Shopify Payments,82.32,2.69,0,79.63,2025-12-02
ORD001713,Shopify Payments,224.96,6.82,0,218.14,2026-05-15
ORD001714,TikTok Payments,159.53,3.19,9.57,146.77,2026-01-10
ORD001717,TikTok Payments,117.08,2.34,7.02,107.72,2025-09-22
ORD001719,Amazon Marketplace,258.62,0,38.79,219.83,2026-03-05
ORD001720,Amazon Marketplace,9.75,0,1.46,8.29,2026-07-16
ORD001721,Shopify Payments,275.2,8.28,0,266.92,2025-12-17
ORD001722,TikTok Payments,66.84,1.34,4.01,61.49,2026-02-25
ORD001723,TikTok Payments,268.04,5.36,16.08,246.6,2026-02-13
ORD001724,Shopify Payments,207.25,6.31,0,200.94,2026-07-16
ORD001725,Walmart Marketplace,190.05,0,22.81,167.24,2025-11-21
ORD001726,Amazon Marketplace,263.4,0,39.51,223.89,2026-06-26
ORD001727,TikTok Payments,77.41,1.55,4.64,71.22,2025-10-03
ORD001728,Shopify Payments,341.14,10.19,0,330.95,2025-11-04
ORD001729,Amazon Marketplace,293.8,0,44.07,249.73,2026-07-28
ORD001730,TikTok Payments,257.94,5.16,15.48,237.3,2026-06-18
ORD001733,Amazon Marketplace,98.12,0,14.72,83.4,2025-12-01
ORD001734,Walmart Marketplace,85.26,0,10.23,75.03,2026-05-26
ORD001735,Amazon Marketplace,217.34,0,32.6,184.74,2026-07-12
ORD001736,Shopify Payments,227.34,6.89,0,220.45,2025-12-06
ORD001737,Shopify Payments,298.03,8.94,0,289.09,2026-06-05
ORD001738,TikTok Payments,120.72,2.41,7.24,111.07,2025-09-16
ORD001739,Amazon Marketplace,185.04,0,27.76,157.28,2026-02-06
ORD001740,Shopify Payments,196.02,5.98,0,190.04,2025-08-26
ORD001741,Walmart Marketplace,25.89,0,3.11,22.78,2025-10-01
ORD001743,Walmart Marketplace,309.76,0,37.17,272.59,2025-11-05
ORD001745,TikTok Payments,221.25,4.42,13.28,203.55,2026-04-22
ORD001746,TikTok Payments,82.56,1.65,4.95,75.96,2026-05-09
ORD001747,Walmart Marketplace,109.92,0,13.19,96.73,2026-04-26
ORD001748,Walmart Marketplace,310.34,0,37.24,273.1,2026-01-11
ORD001750,Walmart Marketplace,252.52,0,30.3,222.22,2026-06-17
ORD001751,Walmart Marketplace,185.43,0,22.25,163.18,2026-03-12
ORD001752,TikTok Payments,269.8,5.4,16.19,248.21,2025-12-22
ORD001754,Amazon Marketplace,107.83,0,16.17,91.66,2026-06-11
ORD001755,TikTok Payments,39,0.78,2.34,35.88,2026-01-03
ORD001756,Shopify Payments,83.01,2.71,0,80.3,2025-08-01
ORD001757,Walmart Marketplace,95.66,0,11.48,84.18,2025-11-20
ORD001759,Amazon Marketplace,247.75,0,37.16,210.59,2025-09-24
ORD001760,Shopify Payments,19.58,0.87,0,18.71,2026-01-19
ORD001762,Amazon Marketplace,105.69,0,15.85,89.84,2026-04-27
ORD001763,TikTok Payments,339.11,6.78,20.35,311.98,2026-05-18
ORD001764,TikTok Payments,176.13,3.52,10.57,162.04,2026-04-19
ORD001765,Shopify Payments,354.13,10.57,0,343.56,2025-11-07
ORD001766,Walmart Marketplace,129.15,0,15.5,113.65,2026-03-23
ORD001769,Shopify Payments,327.12,9.79,0,317.33,2026-03-31
ORD001771,TikTok Payments,188.23,3.76,11.29,173.18,2025-12-24
ORD001775,Amazon Marketplace,186.12,0,27.92,158.2,2026-02-08
ORD001776,Walmart Marketplace,109.56,0,13.15,96.41,2025-08-17
ORD001777,Shopify Payments,39.36,1.44,0,37.92,2026-03-26
ORD001778,Walmart Marketplace,426.05,0,51.13,374.92,2026-07-19
ORD001779,Shopify Payments,311.67,9.34,0,302.33,2026-03-03
ORD001780,Shopify Payments,287.1,8.63,0,278.47,2025-12-02
ORD001781,Walmart Marketplace,49.53,0,5.94,43.59,2026-07-31
ORD001782,Amazon Marketplace,190.51,0,28.58,161.93,2026-04-02
ORD001783,Amazon Marketplace,125.64,0,18.85,106.79,2025-11-02
ORD001784,Shopify Payments,260.44,7.85,0,252.59,2026-04-04
ORD001785,TikTok Payments,181.63,3.63,10.9,167.1,2025-08-26
ORD001786,TikTok Payments,197.35,3.95,11.84,181.56,2026-04-04
ORD001787,TikTok Payments,351.17,7.02,21.07,323.08,2026-06-16
ORD001788,Amazon Marketplace,86.04,0,12.91,73.13,2026-02-05
ORD001789,Shopify Payments,113.54,3.59,0,109.95,2026-07-16
ORD001790,Shopify Payments,282.48,8.49,0,273.99,2026-04-26
ORD001792,Walmart Marketplace,221.34,0,26.56,194.78,2026-04-17
ORD001794,Walmart Marketplace,255.52,0,30.66,224.86,2025-09-24
ORD001795,TikTok Payments,110.68,2.21,6.64,101.83,2025-09-24
ORD001796,TikTok Payments,112.28,2.25,6.74,103.29,2025-08-19
ORD001797,Walmart Marketplace,62.64,0,7.52,55.12,2025-08-23
ORD001798,Walmart Marketplace,176.96,0,21.24,155.72,2025-12-06
ORD001799,TikTok Payments,455.73,9.11,27.34,419.28,2026-02-09
ORD001800,Amazon Marketplace,227.61,0,34.14,193.47,2025-09-24
ORD001801,Walmart Marketplace,207.84,0,24.94,182.9,2025-09-16
ORD001802,Amazon Marketplace,295,0,44.25,250.75,2025-11-07
ORD001803,Walmart Marketplace,120.72,0,14.49,106.23,2026-07-18
ORD001804,TikTok Payments,115.96,2.32,6.96,106.68,2026-02-27
ORD001805,Amazon Marketplace,70.06,0,10.51,59.55,2025-09-29
ORD001806,TikTok Payments,42.48,0.85,2.55,39.08,2025-12-31
ORD001807,TikTok Payments,233.18,4.66,13.99,214.53,2026-01-24
ORD001810,Shopify Payments,206.8,6.3,0,200.5,2026-05-11
ORD001811,Amazon Marketplace,66.9,0,10.04,56.86,2026-05-05
ORD001812,Walmart Marketplace,131.5,0,15.78,115.72,2026-03-07
ORD001814,Shopify Payments,299.52,8.99,0,290.53,2026-03-14
ORD001815,TikTok Payments,164.27,3.29,9.86,151.12,2026-05-17
ORD001817,Walmart Marketplace,171.97,0,20.64,151.33,2025-10-07
ORD001818,TikTok Payments,72.7,1.45,4.36,66.89,2026-07-10
ORD001819,Walmart Marketplace,249.46,0,29.94,219.52,2026-01-18
ORD001821,Walmart Marketplace,155.39,0,18.65,136.74,2025-09-15
ORD001822,TikTok Payments,155.34,3.11,9.32,142.91,2026-06-22
ORD001824,TikTok Payments,153.59,3.07,9.22,141.3,2026-03-30
ORD001827,TikTok Payments,60.38,1.21,3.62,55.55,2025-11-19
ORD001828,Shopify Payments,129.06,4.04,0,125.02,2025-08-10
ORD001829,Shopify Payments,58.08,1.98,0,56.1,2026-04-23
ORD001830,Shopify Payments,45.36,1.62,0,43.74,2025-12-19
ORD001831,Amazon Marketplace,41.84,0,6.28,35.56,2025-10-31
ORD001832,Amazon Marketplace,146.55,0,21.98,124.57,2026-01-28
ORD001833,Amazon Marketplace,38.63,0,5.79,32.84,2026-01-28
ORD001834,Walmart Marketplace,284.62,0,34.15,250.47,2025-11-07
ORD001835,Amazon Marketplace,55.2,0,8.28,46.92,2026-07-07
ORD001836,Walmart Marketplace,243.87,0,29.26,214.61,2025-12-26
ORD001837,TikTok Payments,187.3,3.75,11.24,172.31,2025-09-08
ORD001838,TikTok Payments,331.6,6.63,19.9,305.07,2026-04-24
ORD001839,Shopify Payments,60.48,2.05,0,58.43,2025-12-17
ORD001840,Amazon Marketplace,257.43,0,38.61,218.82,2026-03-09
ORD001841,TikTok Payments,215.57,4.31,12.93,198.33,2026-07-17
ORD001842,Walmart Marketplace,28.42,0,3.41,25.01,2026-04-16
ORD001843,TikTok Payments,211.24,4.22,12.67,194.35,2025-12-20
ORD001844,Walmart Marketplace,147.79,0,17.73,130.06,2025-09-01
ORD001845,Walmart Marketplace,363.76,0,43.65,320.11,2026-01-11
ORD001848,Shopify Payments,256.17,7.73,0,248.44,2025-09-12
ORD001849,Amazon Marketplace,133.36,0,20,113.36,2026-07-05
ORD001850,TikTok Payments,157.1,3.14,9.43,144.53,2026-06-19
ORD001851,Shopify Payments,149.83,4.65,0,145.18,2026-01-20
ORD001852,TikTok Payments,328.2,6.56,19.69,301.95,2025-09-05
ORD001853,Amazon Marketplace,83.58,0,12.54,71.04,2026-04-24
ORD001854,Walmart Marketplace,266.8,0,32.02,234.78,2025-10-30
ORD001856,Amazon Marketplace,198.34,0,29.75,168.59,2026-04-13
ORD001857,Walmart Marketplace,143.1,0,17.17,125.93,2026-03-27
ORD001858,Amazon Marketplace,77.67,0,11.65,66.02,2025-08-16
ORD001859,TikTok Payments,166.24,3.32,9.97,152.95,2025-08-20
ORD001860,TikTok Payments,175.95,3.52,10.56,161.87,2026-06-04
ORD001861,Shopify Payments,135.74,4.24,0,131.5,2025-12-05
ORD001862,Walmart Marketplace,368.69,0,44.24,324.45,2025-11-10
ORD001863,Amazon Marketplace,50.22,0,7.53,42.69,2025-09-27
ORD001864,Shopify Payments,388.85,11.58,0,377.27,2026-05-30
ORD001866,TikTok Payments,185.8,3.72,11.15,170.93,2025-10-19
ORD001868,Walmart Marketplace,168.21,0,20.19,148.02,2026-06-27
ORD001869,TikTok Payments,203.4,4.07,12.2,187.13,2026-05-25
ORD001872,Shopify Payments,328.83,9.84,0,318.99,2026-03-12
ORD001873,Shopify Payments,90.57,2.93,0,87.64,2025-10-18
ORD001874,Shopify Payments,203.75,6.21,0,197.54,2026-06-07
ORD001875,TikTok Payments,434.71,8.69,26.08,399.94,2026-07-05
ORD001876,Walmart Marketplace,275.76,0,33.09,242.67,2025-11-06
ORD001877,TikTok Payments,265.14,5.3,15.91,243.93,2025-12-07
ORD001878,Walmart Marketplace,33.48,0,4.02,29.46,2026-06-05
ORD001879,Shopify Payments,140.92,4.39,0,136.53,2025-09-24
ORD001880,Amazon Marketplace,277.26,0,41.59,235.67,2026-06-11
ORD001881,Amazon Marketplace,164.4,0,24.66,139.74,2026-07-23
ORD001882,Shopify Payments,222.62,6.76,0,215.86,2026-03-15
ORD001883,Shopify Payments,197.76,6.04,0,191.72,2025-07-28
ORD001884,Shopify Payments,140.72,4.38,0,136.34,2025-11-12
ORD001885,Shopify Payments,237.78,7.2,0,230.58,2026-06-26
ORD001888,Amazon Marketplace,190.04,0,28.51,161.53,2026-03-05
ORD001889,Amazon Marketplace,75.51,0,11.33,64.18,2025-11-14
ORD001890,Walmart Marketplace,54.88,0,6.59,48.29,2026-06-16
ORD001891,Shopify Payments,12.29,0.66,0,11.63,2025-10-04
ORD001892,Walmart Marketplace,52.98,0,6.36,46.62,2025-09-20
ORD001893,TikTok Payments,218.01,4.36,13.08,200.57,2026-04-16
